"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03"
"33578","Riverview","FL","Tampa","Hillsborough",106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1519,1530,1550,1517,1525,1550,1600,1610,1587.5,1600,1550,1550,1575,1550,1597.5
"75025","Plano","TX","Dallas-Fort Worth","Collin",107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925,1970,1900,1900,1950,1950,1995,2022.5,1995,1950,1950,1950,1972.5,1995,2095,2097.5,1995,1995,1999,1995,1950,1995,2000,2095,2000,2100,2150,2200,2100,2147.5,2100,2072,1999.5,2072.5,2000,2000,2100,2100,2150,2200,2146,1995,2100,1995,2075,2150,2100,2195,2250,2200,2197.5,2150,2150,2100,2000,2000,2100,2100,2100
"78258","San Antonio","TX","San Antonio","Bexar",108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2112.5,2000,2097.5,2272,2283.5,2265,2265,2255,2325,2265,2395,2254,2089,2119.5,2195,2200,2195,2200
"33176","Kendall","FL","Miami-Fort Lauderdale","Miami-Dade",109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2960,3050,2750,3100,3100,3050,3300,2975,2950,3000,2950,2900
"93312","Bakersfield","CA","Bakersfield","Kern",110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1650,1650,1650,1650,1650,1662.5,1750,1750,1700,1725,1750,1750,1695,1695,1625
"92618","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange",111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,4175,4125,4100,4100,4000,4125,4175,4150,4200,4250,4000,4200,4200,4175
"75068","Little Elm","TX","Dallas-Fort Worth","Denton",112,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,1650,1650,1600,1650,1650,1600,1625,1600,1597.5,1597.5,1600,1597.5,1600,1650,1697.5,1650,1650,1695,1695,1700,1750,1795,1700,1737.5,1697.5,1750,1795,1797.5,1850,1850,1800,1785,1800,1895,1837.5,1850,1850,2000,1795,1750,1897.5,1850,1950,1800,1795,1795,1862.5,1800,1950,1995,1900,1950,1900,1900,1895,1850,1850,1850,1925,1950
"22554","Stafford","VA","Washington","Stafford",113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2150,2100,2272.5,2272.5,2200,2200,2100,2172.5,2150,2200,2175,2150,2150,2200
"33178","Doral","FL","Miami-Fort Lauderdale","Miami-Dade",114,2500,2500,2500,2562.5,2500,2650,2600,2600,2500,2500,2575,2575,2672.5,2650,2650,2700,2700,2700,2800,2600,2595,2600,2650,2700,2600,2600,2600,2700,2800,2750,2712.5,2700,2650,2662.5,2650,2650,2650,2650,2600,2590,2699,2750,2800,2800,2750,2750,2700,2700,2700,2800,2800,2800,2899.5,3000,2850,2900,2950,3000,2900,2900,2900,2900,2950,2950,3000,2850,2850,2874.5,2950,2900,2899.5,2750,2800,2850,2900,2900,2800,2925,2990,2900,2900,2900,2900,2900,2900,2900,3000
"66502","Manhattan","KS","Manhattan","Riley",115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425,1432.5,1400,1312.5,1300,1300,1250,1200,1195,1137.5,1277.5,1400,1400,1440,1380
"75071","McKinney","TX","Dallas-Fort Worth","Collin",116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795,1900,1950,1950,1950,1900,1895,1895,1837.5,1812.5,1850,1850,1850,1900,1900
"92037","San Diego","CA","San Diego","San Diego",117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7500,7500,8000,8400,8000,7550,8000,7997.5,7995,7450,7500,8000,7747.5
"33033","Homestead","FL","Miami-Fort Lauderdale","Miami-Dade",118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725,1600,1699.5,1800,1800,1800,1775,1800,1800,1800,1775,1825,1850,1810.5,1825,1770,1800,1850
"79928","Horizon City","TX","El Paso","El Paso",119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,1195,1195,1100,1100,1119.5,1125,1150,1175,1200,1250,1150,1230,1300
"77407","Richmond","TX","Houston","Fort Bend",120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1897.5,1900,2000,2095,2100,2150,1950,1900,1972.5,2100,2197.5,1932.5,1825,1895,1925,1895,1872.5,1850,1850,1850,1890,1900,1975,1850,1850,1950,1800,1990,1899,1900,1925,1950,1849,1850,1950,1950,1950,1950,1950,1897,1897.5,1962.5,1962.5,1999,2000,1900,1850,1825,1850
"28173","Waxhaw","NC","Charlotte","Union",121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2149,2080,2099,2089,1995,2097.5,2195,2195,2195,2095,2085,2090,2125,2097.5,2045
"28117","Mooresville","NC","Charlotte","Iredell",122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782.5,1800,1800,1872.5,1972.5,1825,1995,1895,1795,1745,1735,1795,1725,1795,1795
"75024","Plano","TX","Dallas-Fort Worth","Collin",123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2272.5,2425,2292.5,2295,2345,2400,2300,2422.5,2400,2200,2200,2250,2300,2262.5,2225
"30809","Evans","GA","Augusta","Columbia",124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1500,1575,1595,1562.5,1595,1650,1600,1550,1595,1597.5,1575,1595,1622.5,1550,1575
"30518","Buford","GA","Atlanta","Gwinnett",125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1650,1625,1625,1695,1699.5,1650,1640,1610,1600,1600,1625,1700,1722.5
"33179","Ives Estates","FL","Miami-Fort Lauderdale","Miami-Dade",126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2600,2550,2600,2750,2800,2750,2700,2750,2700,2700,2700
"77406","Richmond","TX","Houston","Fort Bend",127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1850,1800,1885,1985,1950,1985,2050,1999.5,1995,1900,1995,2000,1900,1900
"28306","Fayetteville","NC","Fayetteville","Cumberland",128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1400,1425,1450,1500,1400,1375,1397.5,1350,1450,1422.5,1475,1497.5,1475
"30097","Duluth","GA","Atlanta","Gwinnett",129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970,2100,2050,2000,2025,2095,2200,2100,2069.5,1999.5,1995,2047.5,2074.5,2075,2120
"19121","Philadelphia","PA","Philadelphia","Philadelphia",130,,,,,,,,,,,,2200,2400,2300,2300,2200,2197.5,2100,2000,2000,2000,2100,2200,2300,2200,2260,2300,2300,2100,2100,2000,2000,2000,2250,2400,2100,2200,2200,2200,2200,2000,2000,2000,2000,2000,2000,2200,2200,2200,2200,2200,2200,2200,2100,2000,2000,2150,2200,2200,2200,2200,2200,2200,2200,2200,2100,2000,2000,2000,2200,2200,2400,2200,2200,2200,2225,2200,2200,2200,2200,2200,2400,2300,2300,2300,2300,2200
"20148","Ashburn","VA","Washington","Loudoun",131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2625,2647.5,2700,2600,2750,2750,2790,2645,2800,2700,2590,2550,2600
"77469","Richmond","TX","Houston","Fort Bend",132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875,1900,1850,1850,1850,1800,1800,1800,1750,1825,1895,1825,1800,1800,1800
"32259","Fruit Cove","FL","Jacksonville","Saint Johns",133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899,1895,1900,2125,1997.5,2067.5,2102.5,2075,1925,1950,1995,2029,2000,1992.5,1992.5
"77388","Spring","TX","Houston","Harris",134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1650,1695,1650,1675,1695,1695,1695,1695,1700,1725,1825,1822,1799,1750
"78109","Converse","TX","San Antonio","Bexar",135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1400,1400,1400,1400,1450,1475,1450,1400,1450,1450,1450,1450,1450,1437.5
"89131","Las Vegas","NV","Las Vegas","Clark",136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595,1660,1650,1695,1695,1730,1695,1695,1600,1597,1677.5,1695,1695,1665,1672.5
"34786","Windermere","FL","Orlando","Orange",137,,,,,,,,,,,,,,1925,2200,2100,2100,2150,2225,2050,2200,2212.5,2000,2212.5,2000,1975,1950,1995,2200,2295,2295,2272.5,2295,2200,2195,2100,2100,2100,2100,2100,2062.5,1900,2000,2000,2000,2050,1995,1995,2062.5,2095,2097.5,2200,2150,2275,2150,2350,2300,2250,2150,2100,2150,2200,2300,2350,2337.5,2425,2200,2249,2422.5,2232.5,2297.5,2312.5,2322.5,2397.5,2250,2500,2500,2424.5,2602.5,2525,2475,2450,2345,2400,2475,2587.5,2400
"34746","Kissimmee","FL","Orlando","Osceola",138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1400,1390,1395,1395,1400,1475,1450,1450,1450,1450,1495,1450,1450,1497.5,1495,1497.5,1497.5,1500,1500,1550,1495,1500,1555,1550,1497.5,1500,1495,1595,1500,1597.5,1650,1595,1500,1550,1600,1599,1550,1550,1600,1650,1695,1642.5
"32712","Apopka","FL","Orlando","Orange",139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1785,1737.5,1800,1750,1825,1755,1760,1779.5,1783,1775,1800,1800,1795,1799
"33196","The Hammocks","FL","Miami-Fort Lauderdale","Miami-Dade",140,,,,2025,2150,2150,2150,2292.5,2300,2250,2200,2100,2200,2200,2200,2175,2175,2100,2270,2300,2200,2185,2200,2200,2200,2200,2300,2300,2300,2300,2300,2300,2289,2289,2299,2255,2271.5,2299,2299,2250,2295,2250,2272.5,2310,2300,2300,2300,2325,2300,2200,2262.5,2300,2272.5,2300,2300,2290,2295,2300,2400,2300,2300,2300,2300,2250,2450,2375,2500,2300,2450,2395,2265,2225,2250,2300,2291,2400,2425,2406,2449.5,2462.5,2450,2495,2450,2462.5,2500,2500,2450
"30519","Buford","GA","Atlanta","Gwinnett",141,,,,,,,,,,,,,,,,1295,1300,1350,1350,1300,1295,1372.5,1362.5,1350,1395,1395,1395,1395,1317.5,1372.5,1375,1397.5,1400,1400,1400,1400,1400,1400,1400,1400,1437.5,1400,1400,1425,1400,1450,1450,1462.5,1450,1450,1500,1500,1525,1500,1500,1495,1495,1480,1500,1547,1500,1500,1547.5,1540,1500,1500,1525,1500,1500,1507.5,1500,1460,1500,1550,1595,1600,1600,1648,1640.5,1670,1645,1650,1650,1650,1675.5,1695,1700
"02127","Boston","MA","Boston","Suffolk",142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200,4500,4800,4800,4800,4500,4200,4000,4000,4150,4200,4000,3995,4600
"30039","Snellville","GA","Atlanta","Gwinnett",143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1387,1399,1469,1495,1479.5,1487,1559,1529,1498,1495,1495,1495,1495,1495,1500,1500
"91765","Diamond Bar","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2899,2850,2800,2800,2850,2850,2850,2950,2950,2975,2997.5,2950,3000,2987.5
"30813","Grovetown","GA","Augusta","Columbia",145,,,,,,,,,,,,,,,,,,,,,,,,,,,1297.5,1300,1295,1275,1275,1237.5,1200,1225,1250,1250,1250,1250,1250,1250,1250,1250,1295,1295,1295,1295,1250,1250,1295,1350,1350,1295,1295,1300,1300,1350,1300,1295,1295,1300,1300,1300,1350,1395,1395,1395,1350,1362.5,1250,1297.5,1275,1300,1325,1350,1400,1400,1400,1350,1350,1395,1400,1395,1375,1350,1337.5,1350,1325
"90275","Rancho Palos Verdes","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500,4500,4532,4500,4500,4500,4300,4300,4195,4197.5,4500,4600,4795
"32824","Orlando","FL","Orlando","Orange",147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1525,1575,1650,1695,1625,1600,1625,1695,1695,1724.5,1700,1720.5,1750,1720,1700,1750,1747.5
"77498","Sugar Land","TX","Houston","Fort Bend",148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775,1850,1850,1850,1800,1797.5,1850,1825,1850,1875,1875,1875,1800
"02472","Watertown","MA","Boston","Middlesex",149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,3100,3100,3100,3200,3100,3000,2950,2950,2850,2850,2850,2850,3300,3250
"75013","Allen","TX","Dallas-Fort Worth","Collin",150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2297.5,2425,2450,2425,2348,2475,2400,2397.5,2500,2372.5,2500,2300,2295,2300
"02130","Boston","MA","Boston","Suffolk",151,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,3000,3000,3000,3200,3100,3200,3200,3000,3000,3200,3200,3200,3000,3000,3100,3200,3100,3000,3000,3000,3200,3150,3325,3300,3400,3400,3400,3400,3200,3200,3000,3000,3000,3200,3400,3500,3400,3400,3400,3400,3400,3400,3400,3200,3200,2975,3400,3475,3475,3600,3600,3650,3600,3495,3495,3495,3600,3600,3600,3600,3600
"30019","Dacula","GA","Atlanta","Gwinnett",152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560,1600,1635.5,1600,1577,1575,1580,1545,1595,1550,1597.5,1610,1675
"33428","Boca Raton","FL","Miami-Fort Lauderdale","Palm Beach",153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2910,2907.5,2850,2850,2870.5,2870.5,2850,2795,2800,2750,2795,2795,2796,2764
"02139","Cambridge","MA","Boston","Middlesex",154,,,,,,,,,,,,,,,,,,,,,,,,,,4000,4000,4000,4000,3750,3800,3900,3800,3987.5,3975,3900,3800,3950,3950,3925,3900,3850,4000,4000,3850,3699.5,3550,3574.5,3800,3850,4000,4000,4000,4000,3887.5,3800,3599,3250,3250,3300,3500,3650,4000,4100,4400,4100,4050,4150,4050,3850,3800,3800,3987.5,4100,4100,4200,4400,4400,4300,4200,4200,4000,4000,4000,4000,4500,4400
"33172","Fountainbleau","FL","Miami-Fort Lauderdale","Miami-Dade",155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100,3100,3100,3100,3100,3100,3100,3000,3050,3000,3100,2850
"89128","Las Vegas","NV","Las Vegas","Clark",156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1500,1475,1697.5,1600,1650,1737.5,1650,1650,1600,1595,1605,1600,1600,1725
"02138","Cambridge","MA","Boston","Middlesex",157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4700,4500,4750,4600,4500,4500,4500,4000,4000,4000,4000,4000,4100
"33193","Kendall West","FL","Miami-Fort Lauderdale","Miami-Dade",157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2300,2300,2295,2295,2174.5,2200,2300,2345,2295,2300,2380,2300,2420,2420
"92557","Moreno Valley","CA","Riverside","Riverside",159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1925,1932.5,1925,1937.5,1847.5,1825,1825,1860,1900,1900,1950
"33018","Hialeah","FL","Miami-Fort Lauderdale","Miami-Dade",160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2575,2700,2700,2700,2650,2750,2700,2700,2775,2775,2700,2650,2625,2600,2700
"02128","Boston","MA","Boston","Suffolk",161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,2995,2900,2900,2950,3100,3000,3000,3000,3000,3100,3100,3100
"30213","Fairburn","GA","Atlanta","Fulton",162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1492,1500,1500,1474.5,1450,1495,1525,1555,1500,1545,1525,1575,1535,1530
"89012","Henderson","NV","Las Vegas","Clark",163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,1900,1887.5,1995,1995,1925,1995,1997.5,1872.5,2150,1995,1897.5,1895,1762.5
"94582","San Ramon","CA","San Francisco","Contra Costa",164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900,4250,4300,4300,4300,4500,4500,4495,4295,4295,4200,3995,4250,4200,4200
"33032","Princeton","FL","Miami-Fort Lauderdale","Miami-Dade",165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1985,2075,1875,1800,1800,1877.5,2000,2000,1999,1950,1950,1962.5,1950,1950,1950,1950,1950,2000,1987,1950
"28348","Hope Mills","NC","Fayetteville","Cumberland",166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1200,1175,1247.5,1250,1250,1250,1275,1300,1350,1250,1225,1297.5,1262.5
"89139","Las Vegas","NV","Las Vegas","Clark",167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1519.5,1600,1537.5,1595,1600,1695,1600,1600,1675,1650,1650,1750,1850,1645
