Geoid,Sec_neigh
170316903001,"SOUTH SHORE, GRAND CROSSING"
170318309003,LOGAN SQUARE
170318430001,NORTH LAWNDALE
170311003005,NORWOOD PARK
170317404004,"MOUNT GREENWOOD,MORGAN PARK"
170318346004,ENGLEWOOD
170312909004,NORTH LAWNDALE
170311301003,"NORTH PARK,ALBANY PARK"
170310506002,NORTH CENTER
170315003001,PULLMAN
170318357001,BRONZEVILLE
170312226001,LOGAN SQUARE
170311408002,"NORTH PARK,ALBANY PARK"
170312408001,HUMBOLDT PARK
170311302001,"NORTH PARK,ALBANY PARK"
170315103002,SOUTHEAST SIDE
170318352001,MIDWAY AIRPORT
170312430002,"WICKER PARK,WEST TOWN"
170312505005,"MONTCLARE, GALEWOOD"
170311910001,"BELMONT CRAGIN,HERMOSA"
170317001002,ASHBURN
170312924002,NORTH LAWNDALE
170312001003,"BELMONT CRAIGIN,HERMOSA"
170317203004,BEVERLY
170314212002,WOODLAWN
170313602001,"OAKLAND,KENWOOD"
170311705004,DUNNING
170312004011,"BELMONT CRAIGIN,HERMOSA"
170312504005,"MONTCLARE, GALEWOOD"
170317608012,OHARE
170313817001,BRONZEVILLE
170315205002,SOUTHEAST SIDE
170311901001,"BELMONT CRAGIN,HERMOSA"
170316605004,"MARQUETTE PARK,GAGE PARK"
170310818003,RIVER NORTH
170318374002,GARFIELD PARK
170311909001,"BELMONT CRAGIN,HERMOSA"
170310901004,EDISON PARK
170311502002,PORTAGE PARK
170312603001,GARFIELD PARK
170310507001,NORTH CENTER
170317403005,"MOUNT GREENWOOD,MORGAN PARK"
170311301001,"NORTH PARK,ALBANY PARK"
170311801002,"MONTCLARE, GALEWOOD"
170310812024,GOLD COAST
170311001002,NORWOOD PARK
170318345001,WASHINGTON PARK
170316115002,BACK OF THE YARDS
170313801001,BRONZEVILLE
170310902004,EDISON PARK
170315501006,SOUTHEAST SIDE
170317114003,AUBURN GRESHAM
170314408002,"CHATHAM,BURNSIDE"
170318316004,"MONTCLARE, GALEWOOD"
170311404005,"NORTH PARK,ALBANY PARK"
170315609006,MIDWAY AIRPORT
170314406002,"CHATHAM,BURNSIDE"
170311913012,"BELMONT CRAGIN,HERMOSA"
170312207022,LOGAN SQUARE
170316405002,MIDWAY AIRPORT
170318313001,AUSTIN
170311505012,PORTAGE PARK
170317608011,OHARE
170318356002,BACK OF THE YARDS
170317401001,"MOUNT GREENWOOD,MORGAN PARK"
170316912001,"SOUTH SHORE, GRAND CROSSING"
170312104002,"IRVING PARK,AVONDALE"
170311510022,PORTAGE PARK
170310209021,WEST RIDGE
170316309003,"MARQUETTE PARK,GAGE PARK"
170316503022,WEST LAWN
170313504001,BRONZEVILLE
170318397001,BRIDGEPORT
170318361002,WASHINGTON PARK
170318346003,ENGLEWOOD
170312403001,"WICKER PARK,WEST TOWN"
170315002002,PULLMAN
170315204002,SOUTHEAST SIDE
170317302013,"WASHINGTON HEIGHTS,ROSELAND"
170317201003,BEVERLY
170311612002,"IRVING PARK,AVONDALE"
170318403001,"BRIGHTON PARK,MCKINLEY PARK"
170318391002,LOOP
170310814012,STREETERVILLE
170315701001,"ARCHER HEIGHTS,WEST ELSDON"
170317403001,"MOUNT GREENWOOD,MORGAN PARK"
170317302021,"WASHINGTON HEIGHTS,ROSELAND"
170311910002,"BELMONT CRAGIN,HERMOSA"
170316505003,WEST LAWN
170315704002,"ARCHER HEIGHTS,WEST ELSDON"
170311607001,"IRVING PARK,AVONDALE"
170318323001,BUCKTOWN
170311602004,"IRVING PARK,AVONDALE"
170318330002,WEST LOOP
170311007001,NORWOOD PARK
170318411001,"ARMOUR SQUARE,CHINATOWN"
170311007002,NORWOOD PARK
170312101001,"IRVING PARK,AVONDALE"
170311007003,NORWOOD PARK
170314401021,"CHATHAM,BURNSIDE"
170318433001,NORTH LAWNDALE
170317002002,ASHBURN
170316503021,WEST LAWN
170313301003,NEAR SOUTH SIDE
170318325002,LINCOLN PARK
170318367002,HUMBOLDT PARK
170312505006,"MONTCLARE, GALEWOOD"
170311007004,NORWOOD PARK
170317302014,"WASHINGTON HEIGHTS,ROSELAND"
170310103003,ROGERS PARK
170317608034,OHARE
170318424003,"CHATHAM,BURNSIDE"
170315203004,SOUTHEAST SIDE
170315401021,RIVERDALE
170318424002,"CHATHAM,BURNSIDE"
170311101005,JEFFERSON PARK
170318418002,"SOUTH SHORE, GRAND CROSSING"
170314804003,"AVALON PARK,CALUMET HEIGHTS"
170318437001,NORTH CENTER
170310801005,GOLD COAST
170317401004,"MOUNT GREENWOOD,MORGAN PARK"
170317005021,ASHBURN
170318388002,SOUTHEAST SIDE
170311203001,"SAUGANASH,FOREST GLEN"
170310103001,ROGERS PARK
170312601001,GARFIELD PARK
170312504004,"MONTCLARE, GALEWOOD"
170318420002,BRONZEVILLE
170312109001,"IRVING PARK,AVONDALE"
170312433002,"WICKER PARK,WEST TOWN"
170311912002,"BELMONT CRAGIN,HERMOSA"
170312505001,"MONTCLARE, GALEWOOD"
170318355002,BACK OF THE YARDS
170317109002,AUBURN GRESHAM
170315501003,SOUTHEAST SIDE
170312605001,GARFIELD PARK
170317113002,AUBURN GRESHAM
170317505004,"MOUNT GREENWOOD,MORGAN PARK"
170311611002,"IRVING PARK,AVONDALE"
170312227001,LOGAN SQUARE
170311203003,"SAUGANASH,FOREST GLEN"
170312402001,"WICKER PARK,WEST TOWN"
170318438002,BACK OF THE YARDS
170310503003,NORTH CENTER
170316202001,"ARCHER HEIGHTS,WEST ELSDON"
170310207021,WEST RIDGE
170318371001,GARFIELD PARK
170312604001,GARFIELD PARK
170316504001,WEST LAWN
170315705002,"ARCHER HEIGHTS,WEST ELSDON"
170310207024,WEST RIDGE
170312610001,GARFIELD PARK
170310514002,NORTH CENTER
170312304001,HUMBOLDT PARK
170311601002,"IRVING PARK,AVONDALE"
170317105004,AUBURN GRESHAM
170317202001,BEVERLY
170316403004,MIDWAY AIRPORT
170318356001,BACK OF THE YARDS
170317005012,ASHBURN
170314803002,"AVALON PARK,CALUMET HEIGHTS"
170313302002,NEAR SOUTH SIDE
170318432002,LOWER WEST SIDE
170318309001,BUCKTOWN
170316503012,WEST LAWN
170315206001,SOUTHEAST SIDE
170310207011,WEST RIDGE
170315101001,SOUTHEAST SIDE
170318340001,"WASHINGTON HEIGHTS,ROSELAND"
170318421005,HUMBOLDT PARK
170318305003,LITTLE VILLAGE
170310626001,LAKE VIEW
170313907001,"KENWOOD,OAKLAND"
170311606023,"IRVING PARK,AVONDALE"
170318399002,BRIDGEPORT
170310801004,GOLD COAST
170318438001,BACK OF THE YARDS
170318315001,"BELMONT CRAGIN,HERMOSA"
170313501002,BRONZEVILLE
170318430002,NORTH LAWNDALE
170315611001,MIDWAY AIRPORT
170315501001,SOUTHEAST SIDE
170311201001,"SAUGANASH,FOREST GLEN"
170315801001,"BRIGHTON PARK,MCKINLEY PARK"
170313201004,LOOP
170318355001,BACK OF THE YARDS
170316203005,"ARCHER HEIGHTS,WEST ELSDON"
170318391001,LOOP
170316202002,"ARCHER HEIGHTS,WEST ELSDON"
170310707002,LINCOLN PARK
170316718001,ENGLEWOOD
170318367001,HUMBOLDT PARK
170312315005,HUMBOLDT PARK
170317002001,ASHBURN
170310103002,ROGERS PARK
170313201002,LOOP
170317109001,AUBURN GRESHAM
170318331003,WEST LOOP
170318437002,NORTH CENTER
170318411004,"ARMOUR SQUARE,CHINATOWN"
170315502002,SOUTHEAST SIDE
170316610003,"MARQUETTE PARK,GAGE PARK"
170311705002,DUNNING
170316502006,WEST LAWN
170312916001,NORTH LAWNDALE
170318426001,BACK OF THE YARDS
170316719001,ENGLEWOOD
170318413004,LOWER WEST SIDE
170314701002,"CHATHAM,BURNSIDE"
170311705003,DUNNING
170315305033,WEST PULLMAN
170317608021,OHARE
170318429004,"LITTLE ITALY, UIC"
170318428004,"BRIGHTON PARK,MCKINLEY PARK"
170318318005,"NORTH PARK,ALBANY PARK"
170313406001,"ARMOUR SQUARE,CHINATOWN"
170318339001,SOUTH CHICAGO
170316302001,"MARQUETTE PARK,GAGE PARK"
170317112004,AUBURN GRESHAM
170316610005,"MARQUETTE PARK,GAGE PARK"
170315907002,"BRIGHTON PARK,MCKINLEY PARK"
170311101001,JEFFERSON PARK
170312305001,HUMBOLDT PARK
170313201003,LOOP
170310403003,LINCOLN SQUARE
170312801001,WEST LOOP
170312301001,HUMBOLDT PARK
170312305002,HUMBOLDT PARK
170318326002,LINCOLN PARK
170316915002,"SOUTH SHORE, GRAND CROSSING"
170317303001,"WASHINGTON HEIGHTS,ROSELAND"
170315604001,MIDWAY AIRPORT
170312315003,HUMBOLDT PARK
170318325001,LINCOLN PARK
170315501002,SOUTHEAST SIDE
170310408002,LINCOLN SQUARE
170314304004,"SOUTH SHORE, GRAND CROSSING"
170314304003,"SOUTH SHORE, GRAND CROSSING"
170318434001,NORTH LAWNDALE
170315103003,SOUTHEAST SIDE
170311002001,NORWOOD PARK
170318404001,"BRIGHTON PARK,MCKINLEY PARK"
170315205003,SOUTHEAST SIDE
170312503001,AUSTIN
170312315002,HUMBOLDT PARK
170311913021,"BELMONT CRAGIN,HERMOSA"
170310633032,LAKE VIEW
170315306001,WEST PULLMAN
170316504003,WEST LAWN
170316303002,"MARQUETTE PARK,GAGE PARK"
170315101002,SOUTHEAST SIDE
170311201003,"SAUGANASH,FOREST GLEN"
170318423002,"WICKER PARK,WEST TOWN"
170313301001,NEAR SOUTH SIDE
170318305001,LITTLE VILLAGE
170314610001,SOUTH CHICAGO
170317305001,"WASHINGTON HEIGHTS,ROSELAND"
170315202003,SOUTHEAST SIDE
170316715002,ENGLEWOOD
170318423001,"WICKER PARK,WEST TOWN"
170315502001,SOUTHEAST SIDE
170318343005,"AVALON PARK,CALUMET HEIGHTS"
170317115001,AUBURN GRESHAM
170313206002,LOOP
170318435001,LITTLE VILLAGE
170316814002,ENGLEWOOD
170318411002,"ARMOUR SQUARE,CHINATOWN"
170310814021,STREETERVILLE
170318343002,"AVALON PARK,CALUMET HEIGHTS"
170311005005,NORWOOD PARK
170311202001,"SAUGANASH,FOREST GLEN"
170317305002,"WASHINGTON HEIGHTS,ROSELAND"
170318400002,BRIDGEPORT
170310104001,ROGERS PARK
170316201001,"ARCHER HEIGHTS,WEST ELSDON"
170310403002,LINCOLN SQUARE
170316203006,"ARCHER HEIGHTS,WEST ELSDON"
170318390003,PRINTERS ROW
170315803001,"BRIGHTON PARK,MCKINLEY PARK"
170312304002,HUMBOLDT PARK
170310101002,ROGERS PARK
170317301001,"WASHINGTON HEIGHTS,ROSELAND"
170316007002,BRIDGEPORT
170318413002,LOWER WEST SIDE
170316611002,"MARQUETTE PARK,GAGE PARK"
170318312001,"BELMONT CRAIGIN,HERMOSA"
170316502005,WEST LAWN
170314314001,"SOUTH SHORE, GRAND CROSSING"
170317202002,BEVERLY
170318402001,BRIDGEPORT
170315601001,MIDWAY AIRPORT
170310813002,STREETERVILLE
170318371002,GARFIELD PARK
170318390004,PRINTERS ROW
170316610002,"MARQUETTE PARK,GAGE PARK"
170316006002,BRIDGEPORT
170318365001,"OAKLAND,KENWOOD"
170316108001,BACK OF THE YARDS
170312502001,AUSTIN
170317504003,"MOUNT GREENWOOD,MORGAN PARK"
170316714001,ENGLEWOOD
170314314004,"SOUTH SHORE, GRAND CROSSING"
170315501005,SOUTHEAST SIDE
170314303003,"SOUTH SHORE, GRAND CROSSING"
170317304002,"WASHINGTON HEIGHTS,ROSELAND"
170312306006,HUMBOLDT PARK
170316814003,ENGLEWOOD
170316301001,"MARQUETTE PARK,GAGE PARK"
170318318004,"NORTH PARK,ALBANY PARK"
170314304001,"SOUTH SHORE, GRAND CROSSING"
170315602001,MIDWAY AIRPORT
170310407004,LINCOLN SQUARE
170318400001,BRIDGEPORT
170315609005,MIDWAY AIRPORT
170316204002,"ARCHER HEIGHTS,WEST ELSDON"
170314314002,"SOUTH SHORE, GRAND CROSSING"
170318421001,HUMBOLDT PARK
170318350001,"MARQUETTE PARK,GAGE PARK"
170310104002,ROGERS PARK
170318412002,LOWER WEST SIDE
170310814032,STREETERVILLE
170310812022,GOLD COAST
170310101003,ROGERS PARK
170316720004,ENGLEWOOD
170319800001,OHARE
170311002006,NORWOOD PARK
170310814033,STREETERVILLE
170315305031,WEST PULLMAN
170318422001,RIVER NORTH
170318351001,"MARQUETTE PARK,GAGE PARK"
170310814011,STREETERVILLE
170318343001,"AVALON PARK,CALUMET HEIGHTS"
170315305021,WEST PULLMAN
170312819003,WEST LOOP
170318333001,"LITTLE ITALY, UIC"
170310813006,STREETERVILLE
170315201001,SOUTHEAST SIDE
170310308001,ANDERSONVILLE
170310308004,ANDERSONVILLE
170315401012,RIVERDALE
170310308003,ANDERSONVILLE
170310308002,ANDERSONVILLE
170310813003,STREETERVILLE
170312426003,HUMBOLDT PARK
170318390001,LOOP
170312827002,"LITTLE ITALY, UIC"
170318320001,LAKE VIEW
170318329001,"LITTLE ITALY, UIC"
170310817001,RIVER NORTH
170318331001,WEST LOOP
170312819001,WEST LOOP
170310812013,GOLD COAST
170310802012,GOLD COAST
170318329002,"LITTLE ITALY, UIC"
170310815001,RIVER NORTH
170310815003,RIVER NORTH
170318390002,LOOP
170312428001,"WICKER PARK,WEST TOWN"
170318419002,WEST LOOP
170318410001,NEAR SOUTH SIDE
170310810001,RIVER NORTH
170310802021,OLD TOWN
170314110001,JACKSON PARK
170314110003,HYDE PARK
170310307061,EDGEWATER
170310810006,RUSH & DIVISION
170310802011,OLD TOWN
170313201001,MILLENIUM PARK
170318411003,"ARMOUR SQUARE,CHINATOWN"
170310812011,STREETERVILLE
170310816002,RIVER NORTH
170318381003,"LITTLE ITALY, UIC"
170310711002,LINCOLN PARK
170318380002,UNITED CENTER
170310301041,EDGEWATER
170310810002,RUSH & DIVISION
170310609001,LAKE VIEW
170310711001,SHEFFIELD & DEPAUL
170310618001,BOYSTOWN
170313901001,"KENWOOD,OAKLAND"
170319801001,MIDWAY AIRPORT
170310804002,OLD TOWN
170310701013,LINCOLN PARK
170318439001,JACKSON PARK
170318419001,WEST LOOP
170310306042,EDGEWATER
170314601001,SOUTH CHICAGO
170310810003,RIVER NORTH
170438400002,OHARE
170310802022,OLD TOWN
170310812012,RUSH & DIVISION
170318365002,"OAKLAND,KENWOOD"
170310608002,LAKE VIEW
170310815002,RIVER NORTH
170310314004,UPTOWN
170313301004,MUSEUM CAMPUS
170310313001,UPTOWN
170314201001,JACKSON PARK
170310715003,LINCOLN PARK
170310714002,LINCOLN PARK
170318233041,"MOUNT GREENWOOD,MORGAN PARK"
170314101002,HYDE PARK
170310609002,LAKE VIEW
170313510001,BRONZEVILLE
170314301021,"SOUTH SHORE, GRAND CROSSING"
170313501001,BRONZEVILLE
170318364001,"OAKLAND,KENWOOD"
170310301032,EDGEWATER
170313206001,GRANT PARK
170317706022,OHARE
170314314003,"SOUTH SHORE, GRAND CROSSING"
170313204001,GRANT PARK
170310632004,LAKE VIEW
170314109003,HYDE PARK
170314307001,"SOUTH SHORE, GRAND CROSSING"
170310104003,ROGERS PARK
170310306013,EDGEWATER
170318104003,NORWOOD PARK
170317707002,OHARE
170310619023,LAKE VIEW
170314110002,JACKSON PARK
170310814031,STREETERVILLE
170310301021,EDGEWATER
170310301014,EDGEWATER
170310812021,GOLD COAST
170438408011,OHARE
170313907003,"KENWOOD,OAKLAND"
170317709022,OHARE
170317708002,OHARE
170317707001,OHARE
170318117011,OHARE
170318080022,WEST RIDGE
170318076003,WEST RIDGE
170317705002,OHARE
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
